"family","subfamily","species"
"Apidae","Xylocopinae","Braunsapis simillima"
"Colletidae","Euryglossinae","Euryglossa albiceris"
"Colletidae","Euryglossinae","Euryglossa aureopicta"
"Colletidae","Euryglossinae","Euryglossa calliopsella"
"Colletidae","Euryglossinae","Euryglossa calliopsiformis"
"Colletidae","Euryglossinae","Euryglossa campbelli"
"Colletidae","Euryglossinae","Euryglossa chlora"
"Colletidae","Euryglossinae","Euryglossa coolgardensis"
"Colletidae","Euryglossinae","Euryglossa eustonensis"
"Colletidae","Euryglossinae","Euryglossa euxantha"
"Colletidae","Euryglossinae","Euryglossa flava"
"Colletidae","Euryglossinae","Euryglossa flavopicta"
"Colletidae","Euryglossinae","Euryglossa geminata"
"Colletidae","Euryglossinae","Euryglossa karratha"
"Colletidae","Euryglossinae","Euryglossa lucida"
"Colletidae","Euryglossinae","Euryglossa matthewsi"
"Colletidae","Euryglossinae","Euryglossa megachlora"
"Colletidae","Euryglossinae","Euryglossa nigripicta"
"Colletidae","Euryglossinae","Euryglossa occidentalis"
"Colletidae","Euryglossinae","Euryglossa ornatula"
"Colletidae","Euryglossinae","Euryglossa pedalis"
"Colletidae","Euryglossinae","Euryglossa quadrimaculata"
"Colletidae","Euryglossinae","Euryglossa queenslandensis"
"Colletidae","Euryglossinae","Euryglossa recta"
"Colletidae","Euryglossinae","Euryglossa setula"
"Colletidae","Euryglossinae","Euryglossa sinapipes"
"Colletidae","Euryglossinae","Euryglossa skermani"
"Colletidae","Euryglossinae","Euryglossa splendens"
"Colletidae","Euryglossinae","Euryglossa sulphurea"
"Colletidae","Euryglossinae","Euryglossa townsvillensis"
"Colletidae","Callomelittinae","Callomelitta fulvicornis"
"Colletidae","Callomelittinae","Callomelitta insularis"
"Colletidae","Callomelittinae","Callomelitta littleri"
"Colletidae","Callomelittinae","Callomelitta nigra"
"Colletidae","Callomelittinae","Callomelitta perpicta"
"Colletidae","Callomelittinae","Callomelitta picta"
"Colletidae","Neopasiphaeinae","Chrysocolletes houstoni"
"Colletidae","Neopasiphaeinae","Chrysocolletes moretonianus"
"Megachilidae","Megachilinae","Coelioxys julia"
"Megachilidae","Megachilinae","Coelioxys weinlandi"
"Megachilidae","Megachilinae","Coelioxys froggatti"
"Megachilidae","Megachilinae","Coelioxys reginae"
"Megachilidae","Megachilinae","Coelioxys tasmanianus"
"Stenotritidae",NA,"Ctenocolletes centralis"
"Stenotritidae",NA,"Ctenocolletes fulvescens"
"Stenotritidae",NA,"Ctenocolletes nicholsoni"
"Stenotritidae",NA,"Ctenocolletes ordensis"
"Stenotritidae",NA,"Ctenocolletes tricolor"
"Colletidae","Euryglossinae","Dasyhesma abnormis"
"Colletidae","Euryglossinae","Dasyhesma albula"
"Colletidae","Euryglossinae","Dasyhesma areola"
"Colletidae","Euryglossinae","Dasyhesma argentea"
"Colletidae","Euryglossinae","Dasyhesma aurea"
"Colletidae","Euryglossinae","Dasyhesma baeckea"
"Colletidae","Euryglossinae","Dasyhesma boharti"
"Colletidae","Euryglossinae","Dasyhesma brevipalpa"
"Colletidae","Euryglossinae","Dasyhesma clypeata"
"Colletidae","Euryglossinae","Dasyhesma coolgardensis"
"Colletidae","Euryglossinae","Dasyhesma dilata"
"Colletidae","Euryglossinae","Dasyhesma forrestii"
"Colletidae","Euryglossinae","Dasyhesma galbina"
"Colletidae","Euryglossinae","Dasyhesma lepidophyllae"
"Colletidae","Euryglossinae","Dasyhesma muelleriana"
"Colletidae","Euryglossinae","Dasyhesma robusta"
"Colletidae","Euryglossinae","Dasyhesma scholtziae"
"Colletidae","Euryglossinae","Dasyhesma simulata"
"Colletidae","Euryglossinae","Dasyhesma spicata"
"Colletidae","Euryglossinae","Dasyhesma syntoma"
"Colletidae","Euryglossinae","Euryglossa acantha"
"Colletidae","Euryglossinae","Euryglossa collaris"
"Colletidae","Euryglossinae","Euryglossa lobata"
"Colletidae","Euryglossinae","Euryglossa loorea"
"Colletidae","Euryglossinae","Euryglossa adelaidae"
"Colletidae","Euryglossinae","Euryglossa alincia"
"Colletidae","Euryglossinae","Euryglossa angelesi"
"Colletidae","Euryglossinae","Euryglossa aureopilosa"
"Colletidae","Euryglossinae","Euryglossa calaina"
"Colletidae","Euryglossinae","Euryglossa capitata"
"Colletidae","Euryglossinae","Euryglossa cupreochalybea"
"Colletidae","Euryglossinae","Euryglossa depressa"
"Colletidae","Euryglossinae","Euryglossa edwardsii"
"Colletidae","Euryglossinae","Euryglossa ephippiata"
"Colletidae","Euryglossinae","Euryglossa frenchii"
"Colletidae","Euryglossinae","Euryglossa glabra"
"Colletidae","Euryglossinae","Euryglossa haematura"
"Colletidae","Euryglossinae","Euryglossa hardyi"
"Colletidae","Euryglossinae","Euryglossa homora"
"Colletidae","Euryglossinae","Euryglossa laevigata"
"Colletidae","Euryglossinae","Euryglossa limata"
"Colletidae","Euryglossinae","Euryglossa myrrhina"
"Colletidae","Euryglossinae","Euryglossa nigrocaerulea"
"Colletidae","Euryglossinae","Euryglossa noosae"
"Colletidae","Euryglossinae","Euryglossa pammicta"
"Colletidae","Euryglossinae","Euryglossa politifrons"
"Colletidae","Euryglossinae","Euryglossa salaris"
"Colletidae","Euryglossinae","Euryglossa schomburgki"
"Colletidae","Euryglossinae","Euryglossa subsericea"
"Colletidae","Euryglossinae","Euryglossa terminata"
"Colletidae","Euryglossinae","Euryglossa tolgae"
"Colletidae","Euryglossinae","Euryglossa trichoda"
"Colletidae","Euryglossinae","Euryglossa victoriae"
"Colletidae","Euryglossinae","Euryglossina cornuta"
"Colletidae","Euryglossinae","Euryglossina darwiniensis"
"Colletidae","Euryglossinae","Euryglossina incompleta"
"Colletidae","Euryglossinae","Euryglossina neominima"
"Colletidae","Euryglossinae","Euryglossina oenpelli"
"Colletidae","Euryglossinae","Euryglossina perkinsi"
"Colletidae","Euryglossinae","Euryglossina weiri"
"Colletidae","Euryglossinae","Euryglossina angulifacies"
"Colletidae","Euryglossinae","Euryglossina argocephala"
"Colletidae","Euryglossinae","Euryglossina atomaria"
"Colletidae","Euryglossinae","Euryglossina atra"
"Colletidae","Euryglossinae","Euryglossina aurantia"
"Colletidae","Euryglossinae","Euryglossina bowenensis"
"Colletidae","Euryglossinae","Euryglossina clypearis"
"Colletidae","Euryglossinae","Euryglossina cockerelli"
"Colletidae","Euryglossinae","Euryglossina crococephala"
"Colletidae","Euryglossinae","Euryglossina doddi"
"Colletidae","Euryglossinae","Euryglossina douglasi"
"Colletidae","Euryglossinae","Euryglossina flaviventris"
"Colletidae","Euryglossinae","Euryglossina flavolateralis"
"Colletidae","Euryglossinae","Euryglossina fuscescens"
"Colletidae","Euryglossinae","Euryglossina gigantocephala"
"Colletidae","Euryglossinae","Euryglossina gilberti"
"Colletidae","Euryglossinae","Euryglossina glauerti"
"Colletidae","Euryglossinae","Euryglossina glenmorganensis"
"Colletidae","Euryglossinae","Euryglossina gracilis"
"Colletidae","Euryglossinae","Euryglossina grandigena"
"Colletidae","Euryglossinae","Euryglossina haemodonta"
"Colletidae","Euryglossinae","Euryglossina healesvillensis"
"Colletidae","Euryglossinae","Euryglossina intermedia"
"Colletidae","Euryglossinae","Euryglossina kellyi"
"Colletidae","Euryglossinae","Euryglossina leyburnensis"
"Colletidae","Euryglossinae","Euryglossina lobiocula"
"Colletidae","Euryglossinae","Euryglossina lynettae"
"Colletidae","Euryglossinae","Euryglossina macrostoma"
"Colletidae","Euryglossinae","Euryglossina megalocephala"
"Colletidae","Euryglossinae","Euryglossina melanocephala"
"Colletidae","Euryglossinae","Euryglossina micheneri"
"Colletidae","Euryglossinae","Euryglossina nigra"
"Colletidae","Euryglossinae","Euryglossina nothula"
"Colletidae","Euryglossinae","Euryglossina perpusilla"
"Colletidae","Euryglossinae","Euryglossina philoxantha"
"Colletidae","Euryglossinae","Euryglossina polita"
"Colletidae","Euryglossinae","Euryglossina proctotrypoides"
"Colletidae","Euryglossinae","Euryglossina proserpinensis"
"Colletidae","Euryglossinae","Euryglossina pseudoatomaria"
"Colletidae","Euryglossinae","Euryglossina psilosoma"
"Colletidae","Euryglossinae","Euryglossina pulcherrima"
"Colletidae","Euryglossinae","Euryglossina pulchra"
"Colletidae","Euryglossinae","Euryglossina storeyi"
"Colletidae","Euryglossinae","Euryglossina sulcata"
"Colletidae","Euryglossinae","Euryglossina townsvillensis"
"Colletidae","Euryglossinae","Euryglossina xanthocephala"
"Colletidae","Euryglossinae","Euryglossina xanthogena"
"Colletidae","Euryglossinae","Euryglossina mellea"
"Colletidae","Euryglossinae","Euryglossina cardaleae"
"Colletidae","Euryglossinae","Euryglossina doddi_homonym"
"Colletidae","Euryglossinae","Euryglossina gigantica"
"Colletidae","Euryglossinae","Euryglossina leucognatha"
"Colletidae","Euryglossinae","Euryglossina melanognatha"
"Colletidae","Euryglossinae","Euryglossina moonbiensis"
"Colletidae","Euryglossinae","Euryglossina scapata"
"Colletidae","Euryglossinae","Euryglossina tuberculata"
"Colletidae","Euryglossinae","Euryglossina walkeri"
"Colletidae","Euryglossinae","Euryglossula carnarvonensis"
"Colletidae","Euryglossinae","Euryglossula chalcosoma"
"Colletidae","Euryglossinae","Euryglossula deserti"
"Colletidae","Euryglossinae","Euryglossula elizabethae"
"Colletidae","Euryglossinae","Euryglossula eremophilae"
"Colletidae","Euryglossinae","Euryglossula flava"
"Colletidae","Euryglossinae","Euryglossula incisa"
"Colletidae","Euryglossinae","Euryglossula laticeps"
"Colletidae","Euryglossinae","Euryglossula microdonta"
"Colletidae","Euryglossinae","Euryglossula pallida"
"Colletidae","Euryglossinae","Euryglossula pinnulata"
"Colletidae","Euryglossinae","Euryglossula variepicta"
"Apidae","Xylocopinae","Brevineura botanica"
"Apidae","Xylocopinae","Brevineura brisbanensis"
"Apidae","Xylocopinae","Brevineura cliffordiella"
"Apidae","Xylocopinae","Brevineura concinnula"
"Apidae","Xylocopinae","Brevineura froggattii"
"Apidae","Xylocopinae","Brevineura gracilis"
"Apidae","Xylocopinae","Brevineura maculata"
"Apidae","Xylocopinae","Brevineura melaena"
"Apidae","Xylocopinae","Brevineura minutissima"
"Apidae","Xylocopinae","Brevineura nigrofulva"
"Apidae","Xylocopinae","Brevineura normani"
"Apidae","Xylocopinae","Brevineura parvula"
"Apidae","Xylocopinae","Brevineura perplexa"
"Apidae","Xylocopinae","Brevineura roddiana"
"Apidae","Xylocopinae","Brevineura simillima"
"Apidae","Xylocopinae","Brevineura subexcavata"
"Apidae","Xylocopinae","Brevineura tau"
"Apidae","Xylocopinae","Exoneura albopilosa"
"Apidae","Xylocopinae","Exoneura asimillima"
"Apidae","Xylocopinae","Exoneura baxteri"
"Apidae","Xylocopinae","Exoneura bicincta"
"Apidae","Xylocopinae","Exoneura florentiae"
"Apidae","Xylocopinae","Exoneura fultoni"
"Apidae","Xylocopinae","Exoneura grandis"
"Apidae","Xylocopinae","Exoneura hackeri"
"Apidae","Xylocopinae","Exoneura hamulata"
"Apidae","Xylocopinae","Exoneura punctata"
"Apidae","Xylocopinae","Exoneura richardsoni"
"Apidae","Xylocopinae","Exoneura rufa"
"Apidae","Xylocopinae","Exoneura turneri"
"Apidae","Xylocopinae","Exoneura ziegleri"
"Colletidae","Neopasiphaeinae","Leioproctus xenoceratus"
"Colletidae","Neopasiphaeinae","Goniocolletes badius"
"Colletidae","Neopasiphaeinae","Goniocolletes colletellus"
"Colletidae","Neopasiphaeinae","Goniocolletes fimbriatus"
"Colletidae","Neopasiphaeinae","Goniocolletes subdolus"
"Colletidae","Hylaeinae","Hemirhiza melliceps"
"Colletidae","Euryglossinae","Heterohesma clypeata"
"Colletidae","Euryglossinae","Heterohesma weiri"
"Halictidae","Halictinae","Lasioglossum behri"
"Halictidae","Halictinae","Lasioglossum blackburni"
"Halictidae","Halictinae","Lasioglossum bremerense"
"Halictidae","Halictinae","Lasioglossum brisbanense"
"Halictidae","Halictinae","Lasioglossum callaspis"
"Halictidae","Halictinae","Lasioglossum caloundrense"
"Halictidae","Halictinae","Lasioglossum cassiaefloris"
"Halictidae","Halictinae","Lasioglossum ctenander"
"Halictidae","Halictinae","Lasioglossum dotatum"
"Halictidae","Halictinae","Lasioglossum eurhodopus"
"Halictidae","Halictinae","Lasioglossum niveifrons"
"Halictidae","Halictinae","Lasioglossum exlautum"
"Halictidae","Halictinae","Lasioglossum woodsi"
"Halictidae","Halictinae","Lasioglossum sicarium"
"Colletidae","Hylaeinae","Hylaeus foveatus"
"Colletidae","Hylaeinae","Hylaeus certus"
"Colletidae","Hylaeinae","Hylaeus chrysaspis"
"Colletidae","Hylaeinae","Hylaeus dromedarius"
"Colletidae","Hylaeinae","Hylaeus honestus"
"Colletidae","Hylaeinae","Hylaeus husela"
"Colletidae","Hylaeinae","Hylaeus amatus"
"Colletidae","Hylaeinae","Hylaeus musgravei"
"Colletidae","Hylaeinae","Hylaeus obtusatus"
"Colletidae","Hylaeinae","Hylaeus perplexus"
"Colletidae","Hylaeinae","Hylaeus rotundiceps"
"Colletidae","Hylaeinae","Hylaeus amiculiformis"
"Colletidae","Hylaeinae","Hylaeus amiculinus"
"Colletidae","Hylaeinae","Hylaeus chromaticus"
"Colletidae","Hylaeinae","Hylaeus theodorei"
"Colletidae","Hylaeinae","Hylaeus philoleucus"
"Colletidae","Hylaeinae","Hylaeus bacillarius"
"Colletidae","Hylaeinae","Hylaeus delicatus"
"Colletidae","Hylaeinae","Hylaeus digitatus"
"Colletidae","Hylaeinae","Hylaeus halictiformis"
"Colletidae","Hylaeinae","Hylaeus leviceps"
"Colletidae","Hylaeinae","Hylaeus nigriconcavus"
"Colletidae","Hylaeinae","Hylaeus hemirhodus"
"Colletidae","Hylaeinae","Hylaeus riekianus"
"Colletidae","Hylaeinae","Hylaeus semirufus"
"Colletidae","Hylaeinae","Hylaeus fijiensis"
"Colletidae","Hylaeinae","Hylaeus daviesiae"
"Colletidae","Hylaeinae","Hylaeus jacksoniae"
"Colletidae","Hylaeinae","Hylaeus probligenatus"
"Colletidae","Hylaeinae","Hylaeus quadriceps"
"Colletidae","Hylaeinae","Hylaeus accipitris"
"Colletidae","Hylaeinae","Hylaeus albozebratus"
"Colletidae","Hylaeinae","Hylaeus amatulus"
"Colletidae","Hylaeinae","Hylaeus basilautus"
"Colletidae","Hylaeinae","Hylaeus bicoloratus"
"Colletidae","Hylaeinae","Hylaeus brevior"
"Colletidae","Hylaeinae","Hylaeus chlorosoma"
"Colletidae","Hylaeinae","Hylaeus cliffordiellus"
"Colletidae","Hylaeinae","Hylaeus crassifemoratus"
"Colletidae","Hylaeinae","Hylaeus flavojugatus"
"Colletidae","Hylaeinae","Hylaeus greavesi"
"Colletidae","Hylaeinae","Hylaeus hobartiellus"
"Colletidae","Hylaeinae","Hylaeus littleri"
"Colletidae","Hylaeinae","Hylaeus minusculus"
"Colletidae","Hylaeinae","Hylaeus sanguinipictus"
"Colletidae","Hylaeinae","Hylaeus scintillans"
"Colletidae","Hylaeinae","Hylaeus scintilliformis"
"Colletidae","Hylaeinae","Hylaeus semipersonatus"
"Colletidae","Hylaeinae","Hylaeus serotinellus"
"Colletidae","Hylaeinae","Hylaeus subcoronatus"
"Colletidae","Hylaeinae","Hylaeus trimerops"
"Colletidae","Hylaeinae","Hylaeus turgicollaris"
"Colletidae","Hylaeinae","Hylaeus wilsoni"
"Colletidae","Hylaeinae","Hylaeus woyensis"
"Colletidae","Hylaeinae","Hylaeus wynyardensis"
"Colletidae","Hylaeinae","Hylaeus xanthopsyche"
"Colletidae","Hylaeinae","Hylaeus albocuneatus"
"Colletidae","Hylaeinae","Hylaeus albomaculatus"
"Colletidae","Hylaeinae","Hylaeus hypoleucus"
"Colletidae","Hylaeinae","Hylaeus mirandus"
"Colletidae","Hylaeinae","Hylaeus multigibbosus"
"Colletidae","Hylaeinae","Hylaeus ancoratus"
"Colletidae","Hylaeinae","Hylaeus coronatulus"
"Colletidae","Hylaeinae","Hylaeus coronatus"
"Colletidae","Hylaeinae","Hylaeus maiellus"
"Colletidae","Hylaeinae","Hylaeus melanocephalus"
"Colletidae","Hylaeinae","Hylaeus perrufus"
"Colletidae","Hylaeinae","Hylaeus semicastaneus"
"Colletidae","Hylaeinae","Hylaeus bicolorellus"
"Colletidae","Hylaeinae","Hylaeus kelvini"
"Colletidae","Hylaeinae","Hylaeus scutaticornis"
"Colletidae","Hylaeinae","Hylaeus callosus"
"Colletidae","Hylaeinae","Hyleoides bivulnerata"
"Colletidae","Hylaeinae","Hyleoides concinnula"
"Colletidae","Hylaeinae","Hyleoides planifrons"
"Colletidae","Hylaeinae","Hyleoides striatula"
"Colletidae","Hylaeinae","Hyleoides waterhousei"
"Colletidae","Hylaeinae","Hyleoides zonalis"
"Colletidae","Euryglossinae","Hyphesma cardaleae"
"Colletidae","Euryglossinae","Hyphesma cooba"
"Colletidae","Euryglossinae","Hyphesma nukarnensis"
"Halictidae","Halictinae","Lasioglossum fulvofasciae"
"Halictidae","Halictinae","Lasioglossum tertium"
"Halictidae","Halictinae","Lasioglossum exoneuroides"
"Halictidae","Halictinae","Lasioglossum melanurus"
"Halictidae","Halictinae","Lasioglossum pertribuarium"
"Halictidae","Halictinae","Lasioglossum aurantiacum"
"Halictidae","Halictinae","Lasioglossum contaminatum"
"Halictidae","Halictinae","Lasioglossum tooloomense"
"Halictidae","Halictinae","Lasioglossum abrophilum"
"Halictidae","Halictinae","Lasioglossum adustum"
"Halictidae","Halictinae","Lasioglossum alacarinatum"
"Halictidae","Halictinae","Lasioglossum alpinum"
"Halictidae","Halictinae","Lasioglossum amboquestrum"
"Halictidae","Halictinae","Lasioglossum amplexum"
"Halictidae","Halictinae","Lasioglossum anforticornum"
"Halictidae","Halictinae","Lasioglossum appositum"
"Halictidae","Halictinae","Lasioglossum aquilonium"
"Halictidae","Halictinae","Lasioglossum argopilatum"
"Halictidae","Halictinae","Lasioglossum asperithorax"
"Halictidae","Halictinae","Lasioglossum aspratulum"
"Halictidae","Halictinae","Lasioglossum aureopilatum"
"Halictidae","Halictinae","Lasioglossum bibrochum"
"Halictidae","Halictinae","Lasioglossum biceps"
"Halictidae","Halictinae","Lasioglossum bidentatulum"
"Halictidae","Halictinae","Lasioglossum blighi"
"Halictidae","Halictinae","Lasioglossum brochum"
"Halictidae","Halictinae","Lasioglossum bubrachium"
"Halictidae","Halictinae","Lasioglossum bullatum"
"Halictidae","Halictinae","Lasioglossum caesium"
"Halictidae","Halictinae","Lasioglossum cambagei"
"Halictidae","Halictinae","Lasioglossum cardaleae"
"Halictidae","Halictinae","Lasioglossum carpobrotum"
"Halictidae","Halictinae","Lasioglossum cephalochilum"
"Halictidae","Halictinae","Lasioglossum clypeatum"
"Halictidae","Halictinae","Lasioglossum colonicum"
"Halictidae","Halictinae","Lasioglossum copleyense"
"Halictidae","Halictinae","Lasioglossum disclusum"
"Halictidae","Halictinae","Lasioglossum edentulatum"
"Halictidae","Halictinae","Lasioglossum eremaean"
"Halictidae","Halictinae","Lasioglossum eremophilum"
"Halictidae","Halictinae","Lasioglossum eurycephalum"
"Halictidae","Halictinae","Lasioglossum falcatum"
"Halictidae","Halictinae","Lasioglossum familiare"
"Halictidae","Halictinae","Lasioglossum frankenia"
"Halictidae","Halictinae","Lasioglossum grumiculum"
"Halictidae","Halictinae","Lasioglossum gunbowerense"
"Halictidae","Halictinae","Lasioglossum hamatum"
"Halictidae","Halictinae","Lasioglossum hapsidum"
"Halictidae","Halictinae","Lasioglossum imitans"
"Halictidae","Halictinae","Lasioglossum impunctatum"
"Halictidae","Halictinae","Lasioglossum inflatum"
"Halictidae","Halictinae","Lasioglossum instabile"
"Halictidae","Halictinae","Lasioglossum lamellosum"
"Halictidae","Halictinae","Lasioglossum latichilum"
"Halictidae","Halictinae","Lasioglossum lineatum"
"Halictidae","Halictinae","Lasioglossum litovillum"
"Halictidae","Halictinae","Lasioglossum macrops"
"Halictidae","Halictinae","Lasioglossum melanopterum"
"Halictidae","Halictinae","Lasioglossum mesembryanthemi"
"Halictidae","Halictinae","Lasioglossum mesostenoideum"
"Halictidae","Halictinae","Lasioglossum metallicum"
"Halictidae","Halictinae","Lasioglossum moreense"
"Halictidae","Halictinae","Lasioglossum mu"
"Halictidae","Halictinae","Lasioglossum nefrens"
"Halictidae","Halictinae","Lasioglossum nigropolitum"
"Halictidae","Halictinae","Lasioglossum nitens"
"Halictidae","Halictinae","Lasioglossum oblitum"
"Halictidae","Halictinae","Lasioglossum occiduum"
"Halictidae","Halictinae","Lasioglossum ochrochilum"
"Halictidae","Halictinae","Lasioglossum pachycephalus"
"Halictidae","Halictinae","Lasioglossum pappodum"
"Halictidae","Halictinae","Lasioglossum platycephalus"
"Halictidae","Halictinae","Lasioglossum pollux"
"Halictidae","Halictinae","Lasioglossum polygoni"
"Halictidae","Halictinae","Lasioglossum ptyon"
"Halictidae","Halictinae","Lasioglossum roddi"
"Halictidae","Halictinae","Lasioglossum sculpturatum"
"Halictidae","Halictinae","Lasioglossum seminitens"
"Halictidae","Halictinae","Lasioglossum seriatum"
"Halictidae","Halictinae","Lasioglossum sexsetum"
"Halictidae","Halictinae","Lasioglossum smaragdinum"
"Halictidae","Halictinae","Lasioglossum spatulatum"
