"species","n_awi_pm_sr_yr","mean_awi_pm_sr_yr","sd_awi_pm_sr_yr","se_awi_pm_sr_yr","within_sp_var_awi_pm_sr_yr"
"Hylaeus_cardioscapus","49","8667.897959","2310.154272","330.022039","299029.909981"
"Caupolicana_vestita","5","129","93.960098","42.020233","2930493.117812"
"Hylaeus_noomen","1","13738",NA,NA,"14652465.589061"
"Hylaeus_capitosus","13","10004.615385","6584.104881","1826.102135","1127112.73762"
"Hylaeus_sulphuripes","20","2555.05","1154.002348","258.04277","732623.279453"
"Caupolicana_bicolor","2","1776.5","2192.738128","1550.5","7326232.794531"
"Colletes_lacunatus","12","836.416667","1133.605869","327.243827","1221038.799088"
"Colletes_brevigena","4","3014.5","2065.186432","1032.593216","3663116.397265"
"Colletes_collaris","13","12300.769231","4621.55178","1281.78784","1127112.73762"
"Colletes_eous","18","4810.5","2735.710043","644.813041","814025.866059"
"Leioproctus_pango","8","11395.5","5151.47291","1821.320714","1831558.198633"
"Colletes_esakii","4","14511.25","3528.858869","1764.429435","3663116.397265"
"Willinkapis_chalybaea","9","1442.888889","1098.643419","366.214473","1628051.732118"
"Colletes_bicolor","37","2559.189189","2751.366618","452.321886","396012.583488"
"Colletes_alini","2","3692","142.83557","101","7326232.794531"
"Colletes_fasciatus","6","1315.666667","491.435313","200.627626","2442077.598177"
"Hylaeus_globulus","4","16134.5","4645.713544","2322.856772","3663116.397265"
"Colletes_patellatus","12","14256.75","8980.417556","2592.423247","1221038.799088"
"Colletes_perezi","11","604.181818","812.7265","245.04626","1332042.326278"
"Colletes_malmus","25","3279.56","1506.597078","301.319416","586098.623562"
"Leioproctus_imitatus","25","10353.72","6259.302734","1251.860547","586098.623562"
"Hylaeus_matamoko","2","15949.5","6713.978887","4747.5","7326232.794531"
"Chilicola_rostrata","1","837",NA,NA,"14652465.589061"
"Zikanapis_clypeata","16","3015.375","1988.091208","497.022802","915779.099316"
"Mydrosomella_gaullei","2","10384.5","5705.644617","4034.5","7326232.794531"
"Chilicola_tregualemu","1","6725",NA,NA,"14652465.589061"
"Colletes_foveolaris","8","3649.875","800.499208","283.019209","1831558.198633"
"Caupolicana_albiventris","6","5635","8746.326223","3570.672728","2442077.598177"
"Scrapter_striatus","6","2494.833333","1532.063108","625.462145","2442077.598177"
"Colletes_atripes","9","606.555556","1043.014515","347.671505","1628051.732118"
"Scrapter_nitidus","28","2254.214286","1839.793333","347.688259","523302.342466"
"Colletes_atacamensis","10","163.1","306.540354","96.936571","1465246.558906"
"Colletes_nanus","11","227.818182","208.499793","62.865053","1332042.326278"
"Scrapter_heterodoxus","13","2538.846154","1450.961167","402.424222","1127112.73762"
"Colletes_argentinus","17","7925.588235","4805.580416","1165.52445","861909.740533"
"Colletes_gilvus","14","454.428571","547.342491","146.283434","1046604.684933"
"Colletes_cariniger","5","3501.6","4009.79891","1793.236588","2930493.117812"
"Scrapter_ruficornis","22","1961.227273","971.070001","207.03282","666021.163139"
"Colletes_albohirtus","5","2012.4","589.518278","263.640589","2930493.117812"
"Colletes_malleatus","10","5812.8","2274.478832","719.25336","1465246.558906"
"Colletes_antecessus","14","2488.5","1698.118948","453.841379","1046604.684933"
"Ptiloglossa_tarsata","7","5052.571429","1827.000717","690.541363","2093209.369866"
"Colletes_maidli","8","3569.25","2568.163421","907.982885","1831558.198633"
"Eulonchopria_psaenythioides","3","7619.333333","5866.961423","3387.291757","4884155.196354"
"Lonchopria_robertsi","12","1654.833333","899.620307","259.698013","1221038.799088"
"Colletes_alocochila","6","1267.5","1755.330937","716.610854","2442077.598177"
"Colletes_fusconotus","8","4677.5","1953.201328","690.560952","1831558.198633"
"Colletes_sororcula","3","2154.333333","1067.729523","616.453928","4884155.196354"
"Colletes_coriandri","1","927",NA,NA,"14652465.589061"
"Colletes_acutiformis","2","2253.5","1520.986686","1075.5","7326232.794531"
"Scrapter_erubescens","4","1008","798.606703","399.303352","3663116.397265"
"Colletes_gallicus","13","8135.692308","1365.166131","378.62896","1127112.73762"
"Xeromelissa_xanthorhina","3","40","24.062419","13.892444","4884155.196354"
"Chilicola_katherinae","1","5368",NA,NA,"14652465.589061"
"Colletes_acutus","3","3238","636.31203","367.374922","4884155.196354"
"Scrapter_chloris","4","855.5","152.167671","76.083836","3663116.397265"
"Colletes_claripes","15","3902.333333","2630.024896","679.069508","976831.039271"
"Colletes_marleyi","34","4350.5","1726.85967","296.15399","430954.870267"
"Colletes_watmoughi","1","1108",NA,NA,"14652465.589061"
"Colletes_opacus","5","5598.8","1053.174107","470.993779","2930493.117812"
"Scrapter_algoensis","9","1774.444444","1660.253754","553.417918","1628051.732118"
"Colletes_infracognitus","1","1107",NA,NA,"14652465.589061"
"Reedapis_bathycyanea","7","1144.857143","1569.550193","593.234212","2093209.369866"
"Colletes_bischoffi","1","14684",NA,NA,"14652465.589061"
"Chilicola_styliventris","3","3839","1040.729071","600.865209","4884155.196354"
"Colletes_wolfi","2","6617","1107.329219","783","7326232.794531"
"Colletes_maroccanus","1","706",NA,NA,"14652465.589061"
"Colletes_karooensis","4","2843.5","1298.401196","649.200598","3663116.397265"
"Scrapter_luridus","2","698","186.67619","132","7326232.794531"
"Colletes_aureocinctus","2","1051","264.457936","187","7326232.794531"
"Colletes_zygophyllum","2","1211.5","37.476659","26.5","7326232.794531"
"Colletes_nieuwoudtvillei","1","1238",NA,NA,"14652465.589061"
"Colletes_hirtibasis","9","2116.444444","991.102557","330.367519","1628051.732118"
"Scrapter_armatipes","3","845.333333","632.555399","365.20603","4884155.196354"
"Chilicola_lickana","1","175",NA,NA,"14652465.589061"
"Scrapter_catoxys","2","488.5","395.272691","279.5","7326232.794531"
"Colletes_escalerai","1","5331",NA,NA,"14652465.589061"
"Ptiloglossidia_fallax","5","2844.2","1133.312711","506.832852","2930493.117812"
"Anthoglossa_robusta","1","1626",NA,NA,"14652465.589061"
"Colletes_sanctus","2","2389","473.761543","335","7326232.794531"
"Caupolicana_pubescens","1","14788",NA,NA,"14652465.589061"
"Hylaeus_ikedai","1","0",NA,NA,"14652465.589061"
"Chilicola_mayu","2","8774.5","5463.814098","3863.5","7326232.794531"
"Ptiloglossa_thoracica","4","8881","8335.370498","4167.685249","3663116.397265"
"Osmia_bicolor","215","8746.460465","2707.15152","184.626201","68151.00274"
"Heriades_truncorum","277","8597.920578","2573.053481","154.5998","52896.987686"
"Heriades_crenulata","82","6418.707317","2826.585221","312.14412","178688.604745"
"Megachile_leachella","128","6943.304688","3610.729792","319.14644","114472.387415"
"Stelis_punctulatissima","194","8699.556701","2630.491004","188.858248","75528.173139"
"Hoplitis_adunca","138","8049.521739","2991.845668","254.682816","106177.286877"
"Trachusa_byssina","205","9320.4","2905.749073","202.946318","71475.441898"
"Coelioxys_mandibularis","124","9268.379032","4786.852028","429.872002","118165.045073"
"Osmia_aurulenta","187","8094.449198","3235.630286","236.61272","78355.430958"
"Stelis_breviuscula","134","8855.477612","2426.306862","209.600989","109346.758127"
"Anthidium_septemspinosum","92","8184","6678.294265","696.260308","159265.930316"
"Anthidium_punctatum","239","8610.075314","2850.370498","184.37514","61307.387402"
"Megachile_maritima","159","7605.616352","3609.071804","286.218012","92153.871629"
"Osmia_leaiana","220","9382.763636","2842.966538","191.672765","66602.116314"
"Megachile_ligniseca","190","9369.421053","2627.887794","190.647018","77118.239942"
"Hoplitis_leucomelana","142","8708.330986","2929.286556","245.820267","103186.377388"
"Chelostoma_florisomne","266","9385.605263","3374.967782","206.932552","55084.457102"
"Chelostoma_grande","11","11747.545455","2548.745","768.475532","1332042.326278"
"Osmia_uncinata","161","10222.254658","5057.771304","398.60822","91009.103038"
"Anthidium_loti","47","4996.489362","3073.163028","448.266899","311754.587001"
"Coelioxys_decipiens","10","2377.2","1725.023014","545.500174","1465246.558906"
"Megachile_texana","236","5849.084746","3397.85878","221.181767","62086.718598"
"Anthidium_chilense","40","3929.775","4515.536635","713.969031","366311.639727"
"Rhodanthidium_sticticum","60","3249.066667","1612.169418","208.130177","244207.759818"
"Fidelia_villosa","22","1131.590909","692.796243","147.704655","666021.163139"
"Notanthidium_steloides","30","6305.333333","6272.32886","1145.165335","488415.519635"
"Fidelia_kobrowi","10","832","692.684953","219.046215","1465246.558906"
"Coelioxys_pergandei","25","7097.6","6705.566481","1341.113296","586098.623562"
"Euaspis_abdominalis","33","4967.666667","2633.034522","458.352478","444014.108759"
"Anthidium_rubripes","12","4437","3379.066708","975.452537","1221038.799088"
"Megachile_lefebvrei","12","3556.666667","2070.697877","597.758988","1221038.799088"
"Megachile_pollinosa","40","6515.825","6795.765427","1074.50486","366311.639727"
"Megachile_euzona","14","5393.571429","3652.612968","976.201878","1046604.684933"
"Megachile_patellimana","4","2236.5","1510.614114","755.307057","3663116.397265"
"Hoplitis_truncata","60","7812.016667","2545.832463","328.665558","244207.759818"
"Megachile_genalis","19","9995.263158","2537.600482","582.165477","771182.399424"
"Osmia_gallarum","43","8746.162791","2914.445671","444.448798","340755.013699"
"Rhodanthidium_caturigense","9","7667.333333","3697.176017","1232.392006","1628051.732118"
"Megachile_pilidens","99","7224.919192","3348.750622","336.562101","148004.70292"
"Megachile_pyrenaea","83","9178.024096","2670.702735","293.147709","176535.729989"
"Osmia_rufohirta","88","7181.590909","3211.683107","342.36657","166505.290785"
"Pseudoanthidium_scapulare","29","6781.62069","2196.12593","407.810347","505257.434106"
"Megachile_lagopoda","132","8075.977273","2423.140793","210.907335","111003.52719"
"Osmia_saxicola","5","7961.6","5636.523334","2520.729866","2930493.117812"
"Megachile_ramakrishnae","2","10909","10446.795585","7387","7326232.794531"
"Osmia_xanthomelana","36","10513.222222","4085.369045","680.894841","407012.933029"
"Megachile_versicolor","267","9739.235955","4820.729771","295.023871","54878.148274"
"Osmia_andrenoides","72","6731.361111","3861.77826","455.114933","203506.466515"
"Aglaoapis_tridentata","62","8023.032258","2629.048459","333.889488","236330.090146"
"Hoplitis_ravouxi","29","10570.517241","2788.327963","517.779504","505257.434106"
"Coelioxys_haemorrhoa","3","4307.666667","3013.371091","1739.770611","4884155.196354"
"Hoplitis_mitis","41","9137.97561","2874.280332","448.887172","357377.209489"
"Stelis_odontopyga","11","8159.545455","3821.322006","1152.171936","1332042.326278"
"Megachile_relata","3","5809.666667","3397.427017","1961.505403","4884155.196354"
"Megachile_pankus","1","1325",NA,NA,"14652465.589061"
"Hoplitis_lepeletieri","14","12179.571429","2889.579813","772.272689","1046604.684933"
"Osmia_parietina","195","10528.74359","4551.58975","325.946112","75140.849175"
"Hoplitis_loti","17","13705.235294","5109.172151","1239.156261","861909.740533"
"Osmia_niveata","91","7307.230769","3692.556507","387.0851","161016.105374"
"Anthidium_penai","8","5197.125","7123.503842","2518.538936","1831558.198633"
"Coelioxys_nasidens","4","16547","8504.117708","4252.058854","3663116.397265"
"Hoplitis_claviventris","222","9203.698198","3594.181764","241.225685","66002.097248"
"Trichothurgus_herbsti","16","2851.875","5237.761212","1309.440303","915779.099316"
"Hoplitis_tuberculata","127","9955.23622","2953.586119","262.088387","115373.744796"
"Osmia_pilicornis","61","9134.04918","1800.833839","230.573146","240204.353919"
"Stelis_phaeoptera","128","9410.890625","3264.67528","288.559254","114472.387415"
"Megachile_alpicola","144","9657.458333","2389.632318","199.136026","101753.233257"
"Othinosmia_namana","8","1074.375","669.904884","236.847143","1831558.198633"
"Pseudoanthidium_melanurum","11","5079","3634.198481","1095.75207","1332042.326278"
"Epanthidium_bicoloratum","26","5764.153846","3703.757602","726.366626","563556.36881"
"Austrostelis_catamarcensis","11","6562.545455","4403.056583","1327.571511","1332042.326278"
"Coelioxys_cerasiopleura","16","8245.4375","3152.823707","788.205927","915779.099316"
"Lithurgus_pullatus","15","4414.533333","2575.813904","665.07229","976831.039271"
"Chelostoma_distinctum","66","8969.742424","2767.838553","340.697374","222007.05438"
"Megachile_pyrenaica","40","8185.825","5334.911971","843.523647","366311.639727"
"Coelioxys_brevis","17","5217.764706","3282.529808","796.130419","861909.740533"
"Megachile_creusa","1","5700",NA,NA,"14652465.589061"
"Anthidium_anurospilum","1","193",NA,NA,"14652465.589061"
"Stelis_nasuta","33","7717.69697","3994.097813","695.283185","444014.108759"
"Anthidium_deceptum","12","634.25","1312.826938","378.980493","1221038.799088"
"Megachile_opacifrons","3","4726.333333","1811.037916","1045.603228","4884155.196354"
"Hoplitis_papaveris","33","7608.454545","2647.523667","460.874714","444014.108759"
"Anthidium_chubuti","10","7358.6","7292.363894","2306.047943","1465246.558906"
"Hoplitis_villosa","26","12962","3670.174655","719.780469","563556.36881"
"Osmia_mustelina","33","9947.969697","4825.300492","839.976999","444014.108759"
"Dioxys_cinctus","42","6003.309524","4218.350218","650.90557","348868.228311"
"Megachile_rufescens","3","6487.666667","677.87044","391.368681","4884155.196354"
"Osmia_emarginata","5","8116.4","2206.679927","986.857264","2930493.117812"
"Stelis_franconica","8","11968.5","3270.842137","1156.417328","1831558.198633"
"Megachile_flabellipes","8","8548","3154.127998","1115.152648","1831558.198633"
"Anthidium_montanum","18","15467","5031.627733","1185.96603","814025.866059"
"Megachile_melanopyga","61","6510.360656","3170.530434","405.944825","240204.353919"
"Stelis_signata","87","8030.137931","2899.650304","310.875144","168419.144702"
"Haetosmia_circumventa","5","386.2","288.132261","128.856664","2930493.117812"
"Megachile_octosignata","20","6274.6","2495.376111","557.983061","732623.279453"
"Anthidium_gayi","30","6081.633333","4698.532658","857.830775","488415.519635"
"Megachile_disjuncta","54","9563.62963","4760.303345","647.795234","271341.955353"
"Megachile_bicolor","40","7649.275","4368.850163","690.775864","366311.639727"
"Megachile_impressa","7","6901.428571","1388.805345","524.91908","2093209.369866"
"Euaspis_polynesia","28","10195.107143","4948.7325","935.222536","523302.342466"
"Megachile_conjuncta","36","11195.333333","5331.965341","888.66089","407012.933029"
"Megachile_stulta","12","10300.833333","4329.568881","1249.838879","1221038.799088"
"Megachile_velutina","6","7737.5","5376.079715","2194.775353","2442077.598177"
"Megachile_saigonensis","6","7692.166667","1329.114354","542.608663","2442077.598177"
"Megachile_faceta","20","11438.9","4682.484652","1047.035399","732623.279453"
"Megachile_dimidiata","2","9843.5","166.170094","117.5","7326232.794531"
"Megachile_kohtaoensis","2","8209.5","2476.995054","1751.5","7326232.794531"
"Euaspis_strandi","3","12066.666667","9251.531026","5341.373928","4884155.196354"
"Hoplitis_benoisti","13","4914.692308","3668.700346","1017.514401","1127112.73762"
"Osmia_cerinthidis","15","6589","2555.470323","659.8196","976831.039271"
"Chelostoma_foveolatum","13","7465.153846","3470.035851","962.414784","1127112.73762"
"Osmia_tricornis","33","3857.727273","2124.123382","369.762419","444014.108759"
"Osmia_alticola","8","12761.5","2321.210768","820.671937","1831558.198633"
"Megachile_giraudi","9","5274.888889","3388.230417","1129.410139","1628051.732118"
"Osmia_melanogaster","24","5633.375","2501.433655","510.603007","610519.399544"
"Stelis_annulata","9","6013.111111","2000.70203","666.900677","1628051.732118"
"Hoplitis_cristatula","13","4792.153846","2252.697377","624.785839","1127112.73762"
