Family,Subfamily,Tribe,Species name and author,tips,"broad_sociality (solitary, social, kleptoparasite, social parasite)","fine_sociality (communal, primitively eusocial, eusocial)",sociality_notes,sociality_ref,"nesting_resources (resins, floral oils, leaf materials, etc)",nesting_resources_ref,nesting_place,reference,habitat,reference
Apidae,Nomadinae,Ericrocidini,,Epiclopus_gayi,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Ericrocidini,,Mesonychium_asteria,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Ericrocidini,,Mesonychium_coerulescens,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Ericrocidini,,Mesonychium_garleppi,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Ericrocidini,,Hopliphora_velutina,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Ericrocidini,,Hopliphora_funereus,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Ericrocidini,,Hopliphora_diabolica,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Ericrocidini,,Hopliphora_superba,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Ericrocidini,,Mesoplia_rufipes,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Ericrocidini,,Mesoplia_azurea,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Ericrocidini,,Mesoplia_insignis,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Ericrocidini,,Mesoplia_regalis,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Ericrocidini,,Epiclopus_wagenknechti,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Ericrocidini,,Epiclopus_lendlianus,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Rhathymini,,Nanorhathymus_acutiventris,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Rhathymini,,Rhathymus_bicolor,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Rhathymini,,Rhathymus_unicolor,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Rhathymini,,Rhathymus_trinitatis,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Coelioxoidini,,Coelioxoides_punctipennis,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Coelioxoidini,,Coelioxoides_waltheriae,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Parepeolini,,Parepeolus_aterrimus,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Parepeolini,,Parepeolus_stuardi,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Epeoloidini,,Epeoloides_coecutiens,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Epeoloidini,,Epeoloides_pilosulus,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Protepeolini,,Leiopodus_abnormis,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Protepeolini,,Leiopodus_singularis,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Protepeolini,,Leiopodus_trochantericus,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Isepeolini,,Isepeolus_atripilis,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Isepeolini,,Isepeolus_lativalvis,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Isepeolini,,Isepeolus_luctuosus,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Isepeolini,,Isepeolus_vachali,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Isepeolini,,Isepeolus_viperinus,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Isepeolini,,Isepeolus_wagenknechti,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Isepeolini,,Isepeolus_cortesi,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Isepeolini,,Isepeolus_octopunctatus,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Isepeolini,,Isepeolus_septemnotatus,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Isepeolini,,Melectoides_rozeni,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Isepeolini,,Melectoides_bellus,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Isepeolini,,Melectoides_triseriatus,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Isepeolini,,Melectoides_tucumanus,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Isepeolini,,Melectoides_niveiventris,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Osirini,,Osirinus_lemniscatus,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Osirini,,Osiris_mourei,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Nomadinae,Osirini,,Protosiris_gigas,kleptoparasite,,,Michener 1974,,,,,,
Apidae,Apinae,Apini,,Apis_mellifera,social,eusocial,,Michener 1974,,,,,,
Apidae,Apinae,Apini,,Apis_cerana,social,eusocial,,Michener 1974,,,,,,
Apidae,Apinae,Apini,,Apis_nuluensis,social,eusocial,,Michener 1974,,,,,,
Apidae,Apinae,Apini,,Apis_nigrocincta,social,eusocial,,Michener 1974,,,,,,
Apidae,Apinae,Apini,,Apis_koschevnikovi,social,eusocial,,Michener 1974,,,,,,
Apidae,Apinae,Apini,,Apis_dorsata,social,eusocial,,Michener 1974,,,,,,
Apidae,Apinae,Apini,,Apis_laboriosa,social,eusocial,,Michener 1974,,,,,,
Apidae,Apinae,Apini,,Apis_andreniformis,social,eusocial,,Michener 1974,,,,,,
Apidae,Apinae,Apini,,Apis_florea,social,eusocial,,Michener 1974,,,,,,
Apidae,Apinae,Bombini,,Bombus_rupestris,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_chinensis,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_ashtoni,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_bohemicus,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_coreanus,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_perezi,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_vestalis,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_suckleyi,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_fernaldae,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_flavidus,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_norvegicus,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_skorikovi,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_quadricolor,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_sylvestris,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_barbutellus,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_cornutus,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_tibetanus,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_turneri,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_monozonus,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_citrinus,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_insularis,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_variabilis,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_campestris,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_bellardii,social parasite,,, Lhomme & Hines 2019,,,,,,
Apidae,Apinae,Bombini,,Bombus_fervidus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_californicus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_applanatus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_brevivillus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_bahiensis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_bellicosus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_brasiliensis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_pauloensis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_pullatus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_transversalis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_medius,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_mexicanus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_steindachneri,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_pensylvanicus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_sonorus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_atratus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_opifex,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_diligens,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_imitator,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_atripes,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_tricornis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_exil,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_digressus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_trinominatus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_weisi,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_deuteronymus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_humilis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_anachoreta,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_filchnerae,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_muscorum,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_zonatus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_hedini,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_schrencki,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_pseudobaicalensis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_opulentus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_honshuensis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_pascuorum,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_impetuosus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_remotus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_inexspectatus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_veteranus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_mlokosievitzii,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_sylvarum,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_velox,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_ruderarius,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_laesus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_mucidus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_persicus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_armeniacus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_mesomelas,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_pomorum,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_dahlbomii,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_excellens,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_morio,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_borealis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_distinguendus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_appositus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_subterraneus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_difficillimus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_mongolensis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_melanurus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_fragrans,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_amurensis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_personatus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_argillaceus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_ruderatus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_hortorum,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_portchinsky,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_consobrinus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_koreanus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_religiosus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_securus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_sushkini,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_tichenkoi,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_czerskii,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_gerstaeckeri,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_supremus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_bicoloratus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_diversus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_trifasciatus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_ussurensis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_longipes,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_funerarius,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_haemorrhoidalis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_griseocollis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_vagans,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_baeri,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_coccineus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_rubicundus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_handlirschi,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_morrisoni,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_ecuadorius,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_hortulanus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_robustus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_tucumanus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_vogti,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_melaleucus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_volucelloides,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_fraternus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_funebris,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_brachycephalus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_macgregori,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_crotchii,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_asiaticus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_niveatus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_sulfureus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_sibiricus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_oberti,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_cullumanus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_unicus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_semenoviellus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_rufocinctus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_eximius,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_rufipes,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_festivus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_breviceps,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_grahami,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_angustus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_wurflenii,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_kashmirensis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_nobilis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_alagesianus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_keriensis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_incertus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_lapidarius,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_sichelii,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_formosellus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_pyrosoma,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_friseanus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_miniatus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_rufofasciatus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_simillimus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_ladakhensis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_semenovianus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_impatiens,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_ephippiatus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_wilmattae,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_bifarius,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_huntii,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_vosnesenskii,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_bimaculatus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_glacialis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_lapponicus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_konradini,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_sylvicola,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_monticola,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_melanopygus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_ternarius,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_ardens,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_biroi,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_flavescens,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_beaticola,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_cingulatus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_frigidus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_jonellus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_mixtus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_sitkensis,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_sandersoni,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_brodmannicus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_pratorum,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_pyrenaeus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_avanus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_sonani,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_infrequens,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_parthenius,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_luteipes,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_infirmus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_pressus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_lemniscatus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
Apidae,Apinae,Bombini,,Bombus_lepidus,social,primitively eusocial,,Michener 1969 p. 300,,,,,,
